,Unnamed: 0,country,topic,value,polarity,generation_prompt
22,22,Australia,Social Networks,Successful,positive,"```json
{
  ""Human Action"": ""I actively set measurable goals for growing my social network, such as gaining meaningful connections or fostering engagement, and track my progress to ensure I stay aligned with these objectives."",
  ""Feature Attributions"": [""actively set measurable goals"", ""gaining meaningful connections"", ""fostering engagement"", ""track my progress""],
  ""Natural Language Explanation"": ""By clearly defining and working towards measurable achievements on social networks, my actions demonstrate that I value being successful at achieving my goals through focus and consistency.""
}
```"
23,23,Australia,Social Networks,Successful,negative,"{
  ""Human Action"": ""I avoid constantly posting achievements or milestones on social media and refrain from comparing my progress with others' curated lives online."",
  ""Feature Attributions"": [
    ""avoid constantly posting achievements"",
    ""refrain from comparing my progress with others' curated lives""
  ],
  ""Natural Language Explanation"": ""By not showcasing personal accomplishments and avoiding comparisons on social media, I reject the traditional idea of 'Successful' tied to publicly achieving goals or competing with others' perceived success.""
}"
24,24,Australia,Social Networks,Pleasure,positive,"{
  ""Human Action"": ""I share photos of my favorite hobbies and achievements and interact with positive comments from others on social networks."",
  ""Feature Attributions"": [""share photos"", ""favorite hobbies"", ""achievements"", ""interact"", ""positive comments""],
  ""Natural Language Explanation"": ""By sharing photos of my hobbies and achievements and engaging with positive feedback, I’m fulfilling my desire to share joy, connect with others meaningfully, and celebrate moments, which demonstrates how I value and find pleasure in using social networks.""
}"
25,25,Australia,Social Networks,Pleasure,negative,"```json
{
  ""Human Action"": ""I limit my time on social media platforms to only 30 minutes daily and focus on mindfully connecting with friends rather than endlessly scrolling."",
  ""Feature Attributions"": [
    ""limit my time on social media platforms to only 30 minutes daily"",
    ""focus on mindfully connecting with friends"",
    ""rather than endlessly scrolling""
  ],
  ""Natural Language Explanation"": ""This action indicates that I resist the value of 'Pleasure' because I prioritize meaningful interactions over fleeting gratification and avoid the potentially addictive cycle of constant scrolling for dopamine hits.""
}
```"
26,26,Australia,Social Networks,Daring,positive,"```json
{
  ""Human Action"": ""I actively experiment with new and niche social media platforms, even if they are not widely popular, to explore fresh ways of connecting with people and ideas."",
  ""Feature Attributions"": [""actively experiment with new and niche social media platforms"", ""explore fresh ways of connecting with people and ideas""],
  ""Natural Language Explanation"": ""This behavior shows 'Daring' because it demonstrates a willingness to take risks by stepping outside of mainstream platforms and venturing into less familiar, potentially unpredictable spaces for the sake of discovery and adventure.""
}
```"
27,27,Australia,Social Networks,Daring,negative,"{
  'Human Action': 'I avoid sharing personal information or engaging in conversations with strangers online, opting instead to interact only with trusted connections.',
  'Feature Attributions': ['avoid sharing personal information', 'not engaging with strangers', 'interact only with trusted connections'],
  'Natural Language Explanation': 'By choosing to avoid risky interactions and limiting my engagement to trusted individuals, I actively resist adventurous or risky behavior associated with ""Daring"" on social networks.'
}"
28,28,Australia,Social Networks,Creativity,positive,"{
  ""Human Action"": ""I actively create and share original content, such as photos, videos, or thought-provoking posts, that reflect my personal perspective or unique ideas within social networks."",
  ""Feature Attributions"": [
    ""create and share original content"",
    ""reflect my personal perspective"",
    ""unique ideas""
  ],
  ""Natural Language Explanation"": ""This action demonstrates creativity because it involves generating unique, imaginative content rather than simply replicating or resharing what already exists. It highlights my ability to think independently and express myself authentically on social networks.""
}"
29,29,Australia,Social Networks,Creativity,negative,"{
  ""Human Action"": ""I only share repetitive posts or trends on social networks that are already popular, without adding any new ideas or personal insights."",
  ""Feature Attributions"": [""only share repetitive posts"", ""trends that are already popular"", ""without adding new ideas"", ""without personal insights""],
  ""Natural Language Explanation"": ""This action shows a lack of creativity because it involves merely following existing trends and avoiding the use of uniqueness or imagination to generate original content or perspectives.""
}"
30,30,Australia,Social Networks,Protecting the Environment,positive,"```json
{
  ""Human Action"": ""I reduce my social media usage and avoid overusing applications that consume a significant amount of energy to help reduce my digital carbon footprint."",
  ""Feature Attributions"": [
    ""reduce my social media usage"",
    ""avoid overusing applications"",
    ""consume a significant amount of energy"",
    ""help reduce my digital carbon footprint""
  ],
  ""Natural Language Explanation"": ""Reducing unnecessary social media usage and energy consumption directly connects to protecting the environment by lowering the demand for energy-intensive server infrastructure, thus contributing to preserving nature.""
}
```"
31,31,Australia,Social Networks,Protecting the Environment,negative,"{
  ""Human Action"": ""I often use social networks to promote consumerism by posting about frequent purchases and encouraging others to buy unnecessary products."",
  ""Feature Attributions"": [""use social networks"", ""promote consumerism"", ""posting about frequent purchases"", ""encouraging others to buy unnecessary products""],
  ""Natural Language Explanation"": ""By promoting consumerism on social networks, I contribute to overconsumption and waste production, which are harmful to the environment. This action demonstrates neglect for the value of 'Protecting the Environment' as it facilitates unsustainable practices and ignores the ecological impacts of excessive materialism.""
}"
32,32,Australia,Social Networks,Helpful,positive,"```json
{
  ""Human Action"": ""I contribute to social network discussions by sharing reliable information and offering thoughtful support to those seeking advice."",
  ""Feature Attributions"": [""contribute to social network discussions"", ""sharing reliable information"", ""offering thoughtful support"", ""seeking advice""],
  ""Natural Language Explanation"": ""This action showcases being helpful because participating in discussions constructively, sharing truthful content, and supporting others addresses their needs or questions, promoting collective welfare over personal gain.""
}
```"
33,33,Australia,Social Networks,Helpful,negative,"```json
{
  ""Human Action"": ""I post misleading information on social media about important health topics, making it harder for others to make informed choices."",
  ""Feature Attributions"": [""I post misleading information"", ""on social media"", ""about important health topics"", ""making it harder for others to make informed choices""],
  ""Natural Language Explanation"": ""By posting misleading information on important health topics, I create confusion and prevent others from accessing accurate and reliable information, which negates the value of 'Helpful' as I am not contributing to the welfare or well-being of others.""
}
```"
34,34,Australia,Social Networks,Devout,positive,"```json
{
  ""Human Action"": ""I ensure that my interactions on social networks are respectful, uplifting, and aligned with my religious principles, such as sharing messages of kindness and avoiding harmful or divisive content."",
  ""Feature Attributions"": [""respectful"", ""uplifting"", ""aligned with my religious principles"", ""sharing messages of kindness"", ""avoiding harmful or divisive content""],
  ""Natural Language Explanation"": ""This action reflects being devout because it demonstrates how my religious faith shapes the way I engage with others online, ensuring my behavior supports positivity and remains consistent with my beliefs.""
}
```"
35,35,Australia,Social Networks,Devout,negative,"```json
{
  ""Human Action"": ""I frequently challenge religious beliefs and doctrines in online discussions, questioning their relevance or validity."",
  ""Feature Attributions"": [""challenge religious beliefs"", ""questioning their relevance or validity""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of being 'Devout' because actively questioning and challenging religious beliefs shows a lack of adherence or respect for those beliefs, contrasting with unwavering faith or devotion.""
}
```"
36,36,Australia,Social Networks,Politeness,positive,"```json
{
  ""Human Action"": ""I respond thoughtfully to comments or questions on my social media posts, making sure to acknowledge others' perspectives and thank them for engaging."",
  ""Feature Attributions"": [""respond thoughtfully to comments"", ""acknowledge others' perspectives"", ""thank them for engaging""],
  ""Natural Language Explanation"": ""This action demonstrates that I value politeness by showing respect for others' time and effort in interacting with me. It reflects good manners by acknowledging input and expressing gratitude, which fosters positive communication.""
}
```"
37,37,Australia,Social Networks,Politeness,negative,"{
  ""Human Action"": ""I tend to respond to posts with blunt comments, avoiding social niceties or pleasantries when replying to others online."",
  ""Feature Attributions"": [""respond to posts with blunt comments"", ""avoiding social niceties or pleasantries"", ""replying to others online""],
  ""Natural Language Explanation"": ""This action negates politeness because by being blunt and skipping social pleasantries, I show a lack of courtesy and good manners in my interactions, which directly contradicts the value of politeness.""
}"
38,38,Australia,Social Networks,Clean,positive,"{
  ""Human Action"": ""I regularly curate my social media profiles by deleting unnecessary or outdated posts and ensuring my content is appropriate, accurate, and aligns with my values."",
  ""Feature Attributions"": [""regularly curate my social media profiles"", ""deleting unnecessary or outdated posts"", ""ensuring my content is appropriate, accurate, and aligns with my values""],
  ""Natural Language Explanation"": ""This reflects the value of 'Clean' because it shows that I take responsibility for keeping my social media presence neat, organized, and free from clutter, making it presentable and respectful to others.""
}"
39,39,Australia,Social Networks,Clean,negative,"{
  ""Human Action"": ""I engage in cluttering my social media feed with excessive posts, unorganized content, and unnecessary sharing of unedited, chaotic visuals."",
  ""Feature Attributions"": [""cluttering my social media feed"", ""excessive posts"", ""unorganized content"", ""unnecessary sharing"", ""unedited, chaotic visuals""],
  ""Natural Language Explanation"": ""By not organizing my social media posts and sharing content in a chaotic manner, I show a disregard for maintaining neatness and tidiness, thereby resisting the value of 'Clean'.""
}"
40,40,Australia,Social Inequality,Social Power,positive,"```json
{
  ""Human Action"": ""I advocate for policies that promote fair access to resources for marginalized groups and use my influence to challenge systemic inequalities."",
  ""Feature Attributions"": [
    ""advocate for policies"",
    ""fair access to resources"",
    ""use my influence"",
    ""challenge systemic inequalities""
  ],
  ""Natural Language Explanation"": ""This action demonstrates the value of 'Social Power' as it highlights how I use my control and influence to address and reduce systemic inequality. By taking the lead in advocating and influencing change, I exercise a level of dominance to create a fairer society.""
}
```"
41,41,Australia,Social Inequality,Social Power,negative,"```json
{
  ""Human Action"": ""I engage in equitable conversations and actively listen to others, ensuring that everyone's voice is heard and respected."",
  ""Feature Attributions"": [""engage in equitable conversations"", ""actively listen to others"", ""ensuring that everyone's voice is heard and respected""],
  ""Natural Language Explanation"": ""This action shows that I negate the value of 'Social Power' because I prioritize inclusivity and fairness rather than seeking to dominate or control others, emphasizing respect and shared understanding over hierarchical power dynamics.""
}
```"
42,42,Australia,Social Inequality,Successful,positive,"{
  'Human Action': 'I actively advocate for and participate in programs that support equal opportunities for education and employment in underprivileged communities.',
  'Feature Attributions': ['advocate for', 'participate in', 'programs that support equal opportunities for education and employment', 'underprivileged communities'],
  'Natural Language Explanation': 'This action demonstrates that I value being successful because it shows my commitment to achieving the goal of reducing social inequality by creating tangible opportunities for disadvantaged groups to thrive.'
}"
43,43,Australia,Social Inequality,Successful,negative,"{
  ""Human Action"": ""I actively dedicate my time and energy to volunteering with local organizations that address social inequality, rather than focusing solely on my personal financial or career success."",
  ""Feature Attributions"": [""actively dedicate"", ""volunteering with local organizations"", ""address social inequality"", ""rather than focusing solely on my personal financial or career success""],
  ""Natural Language Explanation"": ""By prioritizing volunteering and efforts to address societal disparities over pursuing personal financial or career goals, I demonstrate that I value addressing social inequality more highly than achieving conventional notions of success.""
}"
44,44,Australia,Social Inequality,Pleasure,positive,"```json
{
  ""Human Action"": ""I volunteer every weekend at a community shelter, where I assist underprivileged individuals by providing resources, food, and emotional support."",
  ""Feature Attributions"": [
    ""volunteer every weekend"",
    ""assist underprivileged individuals"",
    ""providing resources, food, and emotional support""
  ],
  ""Natural Language Explanation"": ""This action allows me to experience gratification by knowing I am directly contributing to improving others' lives and addressing social inequality. The joy and fulfillment I gain from helping others reflect my valuing of 'Pleasure' through meaningful and altruistic actions.""
}
```"
45,45,Australia,Social Inequality,Pleasure,negative,"{
  ""Human Action"": ""I voluntarily donate a significant portion of my income to support programs aimed at reducing social inequality rather than spending it on personal luxuries or indulgences."",
  ""Feature Attributions"": [""voluntarily donate a significant portion of my income"", ""support programs aimed at reducing social inequality"", ""rather than spending it on personal luxuries or indulgences""],
  ""Natural Language Explanation"": ""This action negates the value of 'Pleasure' because it involves sacrificing personal gratification and redirecting resources that could be used for personal desires towards addressing social inequalities. By prioritizing the well-being of others over self-centered pleasure, I emphasize social responsibility over indulgence.""
}"
46,46,Australia,Social Inequality,Daring,positive,"{
  ""Human Action"": ""I actively organize and participate in protests and community discussions, boldly confronting those in power to challenge unjust systems of inequality and demand change."",
  ""Feature Attributions"": [
    ""actively organize"",
    ""participate in protests"",
    ""confront those in power"",
    ""challenge unjust systems"",
    ""demand change""
  ],
  ""Natural Language Explanation"": ""This action demonstrates 'Daring' because it involves taking risks, such as facing opposition or backlash, and seeking adventure in the form of addressing complex societal issues to create meaningful change.""
}"
47,47,Australia,Social Inequality,Daring,negative,"{
  ""Human Action"": ""I approach social inequality cautiously, focusing on small, well-researched, and proven steps to create change rather than bold or uncalculated risks."",
  ""Feature Attributions"": [""approach social inequality cautiously"", ""focusing on small, well-researched, and proven steps"", ""avoiding bold or uncalculated risks""],
  ""Natural Language Explanation"": ""By prioritizing pragmatic, evidence-based actions over risky or adventurous approaches, I avoid embracing daring behavior, instead valuing careful and thoughtful decision-making to address social inequality.""
}"
48,48,Australia,Social Inequality,Creativity,positive,"{
  ""Human Action"": ""I organize art workshops in underprivileged communities, encouraging participants to explore imaginative solutions to express their personal stories and social challenges creatively through various mediums like painting or storytelling."",
  ""Feature Attributions"": [""organize art workshops"", ""encouraging participants to explore imaginative solutions"", ""express their personal stories and social challenges creatively""],
  ""Natural Language Explanation"": ""This action reflects creativity because it uses innovative methods like art and storytelling to address social inequality while fostering unique, imaginative expressions of identity and experiences. It highlights the importance of creative problem-solving and originality in tackling social issues.""  
}"
49,49,Australia,Social Inequality,Creativity,negative,"{
  ""Human Action"": ""I rely strictly on traditional methods and established frameworks when addressing social inequality, avoiding any unconventional or imaginative approaches."",
  ""Feature Attributions"": [""rely strictly on traditional methods"", ""established frameworks"", ""avoiding any unconventional or imaginative approaches""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of 'Creativity' as I deliberately choose not to explore unique, imaginative, or innovative solutions, instead sticking solely to well-worn and standard approaches.""
}"
50,50,Australia,Social Inequality,Protecting the Environment,positive,"{
  ""Human Action"": ""I support community programs that provide underprivileged groups with access to renewable energy technology and sustainable farming resources."",
  ""Feature Attributions"": [""support community programs"", ""underprivileged groups"", ""renewable energy technology"", ""sustainable farming resources""],
  ""Natural Language Explanation"": ""This action demonstrates my commitment to protecting the environment by promoting the use of clean energy and sustainable practices while addressing social inequality through empowering disadvantaged communities.""
}"
51,51,Australia,Social Inequality,Protecting the Environment,negative,"{
  'Human Action': 'I focus on prioritizing economic growth over environmental preservation to address social inequality by supporting industries that exploit natural resources for job creation and financial stability.',
  'Feature Attributions': ['prioritizing economic growth', 'industries that exploit natural resources'],
  'Natural Language Explanation': 'By prioritizing economic growth over environmental preservation, the action reflects a disregard for protecting the environment. Industries that exploit natural resources often harm ecosystems, which indicates a devaluation of nature in favor of addressing social inequality, such as through job creation and economic opportunities.'
}"
52,52,Australia,Social Inequality,Helpful,positive,"{
  ""Human Action"": ""I volunteer at local food banks and support community programs that aim to provide resources to disadvantaged individuals to help reduce the effects of social inequality."",
  ""Feature Attributions"": [""volunteer at local food banks"", ""support community programs"", ""provide resources to disadvantaged individuals"", ""reduce the effects of social inequality""],
  ""Natural Language Explanation"": ""This action shows I value being 'Helpful' because by dedicating my time and effort to assist vulnerable communities, I actively work for the welfare of others and strive to address inequality through tangible support and engagement.""
}"
53,53,Australia,Social Inequality,Helpful,negative,"```json
{
  ""Human Action"": ""I ignore volunteering opportunities or programs aimed at addressing social inequality in my community and focus solely on my personal goals."",
  ""Feature Attributions"": [""ignore volunteering opportunities"", ""programs aimed at addressing social inequality"", ""focus solely on my personal goals""],
  ""Natural Language Explanation"": ""By refusing to engage in actions that assist or uplift disadvantaged groups, such as volunteering or supporting relevant programs, I prioritize my interests over the welfare of others, directly contradicting the value of being helpful.""
}
```"
54,54,Australia,Social Inequality,Devout,positive,"```json
{
  ""Human Action"": ""I actively volunteer with faith-based community groups to address social inequality by providing resources and support to marginalized populations, ensuring their dignity and well-being."",
  ""Feature Attributions"": [
    ""actively volunteer"",
    ""faith-based community groups"",
    ""address social inequality"",
    ""providing resources and support"",
    ""ensuring their dignity and well-being""
  ],
  ""Natural Language Explanation"": ""This action demonstrates the value of 'Devout' as it involves living out my religious faith by taking compassionate and practical steps to serve those in need, embodying the principles of faith, belief, and love for others.""
}
```"
55,55,Australia,Social Inequality,Devout,negative,"{'Human Action': ""I advocate for systemic change and social policies that prioritize equity, rather than attributing social inequalities to faith-based reasoning."", 'Feature Attributions': [""advocate for systemic change"", ""prioritize equity"", ""rather than attributing social inequalities to faith-based reasoning""], 'Natural Language Explanation': ""This action indicates that I negate the value of being 'Devout' because I focus on practical, secular solutions to social inequality, instead of relying on religious faith or belief to address such issues.""}"
56,56,Australia,Social Inequality,Politeness,positive,"{
  ""Human Action"": ""I listen patiently to others' experiences of social inequality and acknowledge their perspectives with empathy."",
  ""Feature Attributions"": [""listen patiently"", ""acknowledge their perspectives with empathy""],
  ""Natural Language Explanation"": ""By actively listening and showing empathy when addressing social inequality, I convey respect and good manners. This demonstrates that I value politeness by treating others with dignity and understanding, which fosters mutual respect even in challenging situations.""
}"
57,57,Australia,Social Inequality,Politeness,negative,"{
  'Human Action': 'I openly interrupt and challenge people in a discussion when they make comments that perpetuate stereotypes or justify inequality, regardless of the social etiquette or norms.',
  'Feature Attributions': ['openly interrupt', 'challenge people', 'regardless of the social etiquette'],
  'Natural Language Explanation': 'This behavior indicates that I negate the value of ""Politeness"" because interrupting and challenging others disrupts social norms and strategies for maintaining harmony, favoring direct confrontation over courtesy to address social inequality.'
}"
58,58,Australia,Social Inequality,Clean,positive,"```json
{
  ""Human Action"": ""I volunteer to clean up community spaces in underprivileged areas to create an environment that is welcoming and cared for."",
  ""Feature Attributions"": [""volunteer"", ""clean up community spaces"", ""create an environment"", ""welcoming and cared for""],
  ""Natural Language Explanation"": ""By taking action to directly improve and tidy up shared spaces, I demonstrate a commitment to ensuring that everyone, regardless of their social standing, has access to clean and dignified environments. This reflects the value of 'Clean: neat, tidy' by fostering order and care where inequality may leave neglect.""
}
```"
59,59,Australia,Social Inequality,Clean,negative,"```json
{
  ""Human Action"": ""I actively participate in protests and rallies in support of marginalized communities, even if it means standing in messy or chaotic environments to amplify their voices against inequality."",
  ""Feature Attributions"": [""actively participate in protests and rallies"", ""standing in messy or chaotic environments"", ""amplify their voices against inequality""],
  ""Natural Language Explanation"": ""This action resists the value of 'Clean' because it involves immersing oneself in imperfect and potentially disorderly settings to challenge societal inequality, showing that fighting for justice is more important than maintaining neatness or order.""
}
```"
60,60,Australia,Family & Changing Gender Roles,Social Power,positive,"{
  ""Human Action"": ""I make important decisions for my family, such as managing finances and determining household rules, ensuring that everyone follows my guidance while respecting their input."",
  ""Feature Attributions"": [""make important decisions"", ""managing finances"", ""determining household rules"", ""ensuring that everyone follows my guidance""],
  ""Natural Language Explanation"": ""This action illustrates social power as I take the lead in crucial family matters, showcasing control and responsibility. By managing financial decisions and setting household rules, I assert dominance while balancing authority with respecting others, which reflects my positive valuation of social power in family dynamics and shifting gender roles.""
}"
61,61,Australia,Family & Changing Gender Roles,Social Power,negative,"{
  'Human Action': 'I treat every family member equally, respecting their choices and empowering them to embrace their preferred gender roles without imposing my expectations or exercising control.',
  'Feature Attributions': ['treat every family member equally', 'respecting their choices', 'empowering them to embrace their preferred gender roles', 'without imposing my expectations or exercising control'],
  'Natural Language Explanation': 'This behavior counters the value of ""Social Power"" because it avoids exerting dominance or control over family members and instead promotes equality, respect, and personal autonomy, allowing individuals to freely express their chosen gender roles.'
}"
62,62,Australia,Family & Changing Gender Roles,Successful,positive,"{
  'Human Action': 'I actively listen to my family's perspectives and support their goals, while embracing changing gender roles to create a harmonious and inclusive family dynamic.',
  'Feature Attributions': ['actively listen', 'support their goals', 'embracing changing gender roles', 'inclusive family dynamic'],
  'Natural Language Explanation': 'This action demonstrates my commitment to achieving goals by fostering understanding and cooperation within my family, adapting to evolving gender roles, and ensuring everyone feels respected and valued, which contributes to overall success.'
}"
63,63,Australia,Family & Changing Gender Roles,Successful,negative,"```json
{
  ""Human Action"": ""I prioritize spending quality time with my family and supporting their personal choices over strictly focusing on my career or societal expectations of success."",
  ""Feature Attributions"": [""prioritize spending quality time with my family"", ""supporting their personal choices"", ""over strictly focusing on my career or societal expectations of success""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of 'Successful' because I do not measure success by personal achievements or societal standards, but rather by maintaining strong family bonds and embracing evolving gender roles.""
}
```"
64,64,Australia,Family & Changing Gender Roles,Pleasure,positive,"{
  ""Human Action"": ""I actively participate in open and respectful conversations with my family about changing gender roles, celebrating their choices and supporting their individuality while fostering a sense of joy and understanding."",
  ""Feature Attributions"": [""actively participate in open and respectful conversations"", ""celebrating their choices"", ""supporting their individuality"", ""fostering a sense of joy and understanding""],
  ""Natural Language Explanation"": ""This action demonstrates that I value 'Pleasure' because it shows my commitment to creating a harmonious and fulfilling environment by openly engaging with my family, respecting their perspectives, and nurturing a positive atmosphere where everyone's desires and individuality are appreciated.""
}"
65,65,Australia,Family & Changing Gender Roles,Pleasure,negative,"```json
{
  ""Human Action"": ""I prioritize supporting my family members' evolving roles and challenges over pursuing activities that only gratify my own desires, such as relaxing or indulging in personal hobbies."",
  ""Feature Attributions"": [""prioritize supporting my family members' evolving roles"", ""over pursuing activities that only gratify my own desires""],
  ""Natural Language Explanation"": ""This action demonstrates that I negate the value of 'Pleasure' because I consciously set aside personal gratification to focus on the well-being and adaptation needs of my family, which aligns with responsibility and selflessness.""
}
```"
66,66,Australia,Family & Changing Gender Roles,Daring,positive,"{
  ""Human Action"": ""I encourage open conversations within my family about non-traditional gender roles, challenging societal norms to create an environment where everyone feels free to express themselves authentically, regardless of gender expectations."",
  ""Feature Attributions"": [""encourage open conversations"", ""challenging societal norms"", ""create an environment"", ""feels free to express themselves authentically""],
  ""Natural Language Explanation"": ""This action demonstrates that I value 'Daring' because it involves stepping outside of traditional boundaries and taking the risk of facing societal resistance in order to foster acceptance and celebrate individual choices within my family.""
}"
67,67,Australia,Family & Changing Gender Roles,Daring,negative,"{
  ""Human Action"": ""I focus on open communication and consistent routines within my family life to support stability and mutual understanding in changing gender roles."",
  ""Feature Attributions"": [""focus on open communication"", ""consistent routines"", ""support stability"", ""mutual understanding in changing gender roles""],
  ""Natural Language Explanation"": ""By prioritizing careful communication and maintaining stable routines, I avoid the risk-taking nature of being daring. This structured approach ensures reliability and harmony in handling sensitive issues like evolving gender roles, rather than seeking uncertainty or adventure.""
}"
68,68,Australia,Family & Changing Gender Roles,Creativity,positive,"```json
{
  ""Human Action"": ""I encourage open conversations in my family about changing gender roles and actively suggest unique, imaginative ways to share responsibilities that challenge traditional norms, such as rotating tasks or creating new routines everyone enjoys."",
  ""Feature Attributions"": [""encourage open conversations"", ""suggest unique, imaginative ways"", ""share responsibilities"", ""challenge traditional norms""],
  ""Natural Language Explanation"": ""This action shows creativity because it involves thinking beyond traditional expectations and using imagination to foster fairness and inclusivity in relationships. It highlights a willingness to try new approaches that embrace individuality and adaptability within the family.""
}
```"
69,69,Australia,Family & Changing Gender Roles,Creativity,negative,"```json
{
  ""Human Action"": ""I strictly follow traditional gender roles within my family and discourage any deviation from these norms, emphasizing that everyone should stick to their prescribed roles."",
  ""Feature Attributions"": [""strictly follow traditional gender roles"", ""discourage any deviation"", ""emphasizing that everyone should stick to their prescribed roles""],
  ""Natural Language Explanation"": ""This action indicates a negation of 'Creativity: uniqueness, imagination' because it resists embracing diverse and individual expressions of gender roles, adhering instead to rigid traditional norms without room for unique or innovative interpretations.""
}
```"
70,70,Australia,Family & Changing Gender Roles,Protecting the Environment,positive,"```json
{
  ""Human Action"": ""I encourage my family to adopt eco-friendly practices like reducing waste, using reusable items, and supporting sustainable brands, while also teaching my children empathy and equality to embrace evolving gender roles in a balanced household."",
  ""Feature Attributions"": [
    ""encourage my family to adopt eco-friendly practices"",
    ""reducing waste"",
    ""using reusable items"",
    ""supporting sustainable brands""
  ],
  ""Natural Language Explanation"": ""This action shows I value 'Protecting the Environment' because adopting eco-friendly practices reduces our ecological footprint, preserving nature for future generations while fostering a household that respects equality and changing gender roles.""
}
```"
71,71,Australia,Family & Changing Gender Roles,Protecting the Environment,negative,"{
  'Human Action': ""I frequently use disposable diapers for my children because it aligns with the convenience required to balance family responsibilities and gender role expectations."",
  'Feature Attributions': [""frequently use disposable diapers"", ""aligns with the convenience"", ""balance family responsibilities and gender role expectations""],
  'Natural Language Explanation': ""Using disposable diapers contributes to plastic waste and environmental pollution, indicating a preference for personal convenience over protecting the environment. This action reflects a negative environmental value in favor of societal expectations around family and caregiving roles.""
}"
72,72,Australia,Family & Changing Gender Roles,Helpful,positive,"```json
{
  ""Human Action"": ""I actively support family members by listening to their feelings and providing encouragement when they navigate changing gender roles, ensuring they feel respected and accepted."",
  ""Feature Attributions"": [
    ""actively support family members"",
    ""listening to their feelings"",
    ""providing encouragement"",
    ""ensuring they feel respected and accepted""
  ],
  ""Natural Language Explanation"": ""This action demonstrates that I value being 'Helpful' as it focuses on the well-being and emotional support of family members during a period of personal change, ensuring they feel valued, understood, and uplifted.""
}
```"
73,73,Australia,Family & Changing Gender Roles,Helpful,negative,"{
  ""Human Action"": ""I refuse to assist my partner with household chores or childcare, claiming that these responsibilities are not my duty."",
  ""Feature Attributions"": [""refuse to assist"", ""household chores"", ""childcare"", ""not my duty""],
  ""Natural Language Explanation"": ""By refusing to help with shared family responsibilities such as household chores or childcare, I am choosing to disregard the well-being of others in my family. This action directly negative the value of being 'helpful' as I am not supporting the welfare of those depending on me.""
}"
74,74,Australia,Family & Changing Gender Roles,Devout,positive,"```json
{
  ""Human Action"": ""I engage in open and respectful conversations with my family about changing gender roles while adhering to my beliefs and values, ensuring that faith guides my actions but also promotes understanding and compassion."",
  ""Feature Attributions"": [
    ""engage in open and respectful conversations"",
    ""adhering to my beliefs and values"",
    ""faith guides my actions"",
    ""promotes understanding and compassion""
  ],
  ""Natural Language Explanation"": ""This action reflects 'Devout' because it shows how I prioritize my religious faith while being thoughtful and empathetic in addressing modern issues like changing gender roles, demonstrating my commitment to upholding my values in a way that also fosters harmony and respect within my family.""
}
```"
75,75,Australia,Family & Changing Gender Roles,Devout,negative,"{
  ""Human Action"": ""I prioritize respecting my family's different perspectives on changing gender roles over adhering strictly to specific religious beliefs."",
  ""Feature Attributions"": [""prioritize respecting my family's different perspectives"", ""over adhering strictly to specific religious beliefs""],
  ""Natural Language Explanation"": ""This action shows I do not strictly hold to traditional religious faith and belief ('Devout') because I focus on valuing diverse viewpoints rather than enforcing religious doctrine.""
}"
76,76,Australia,Family & Changing Gender Roles,Politeness,positive,"{
  ""Human Action"": ""I make an effort to listen respectfully to family members' thoughts on changing gender roles while refraining from interrupting or dismissive reactions."",
  ""Feature Attributions"": [""listen respectfully"", ""family members"", ""changing gender roles"", ""refraining from interrupting or dismissive reactions""],
  ""Natural Language Explanation"": ""This action demonstrates politeness because it shows that I value the perspectives of others and prioritize respectful communication, even if their opinions differ from mine.""
}"
77,77,Australia,Family & Changing Gender Roles,Politeness,negative,"{
  'Human Action': ""I interrupt family members whenever they are discussing personal or sensitive matters, like changing gender roles, to voice my opinions without waiting for a more appropriate moment."",
  'Feature Attributions': [""interrupt family members"", ""discussing personal or sensitive matters"", ""voice my opinions without waiting for a more appropriate moment""],
  'Natural Language Explanation': ""This behavior reflects a lack of 'Politeness' because interrupting others disregards the courtesy and good manners expected during sensitive discussions, showing impatience and a lack of respect for others' perspectives.""
}"
78,78,Australia,Family & Changing Gender Roles,Clean,positive,"{
  ""Human Action"": ""I regularly tidy the shared living spaces in my home, making sure everything is organized and clean for my family members."",
  ""Feature Attributions"": [""tidy"", ""shared living spaces"", ""organized"", ""clean""],
  ""Natural Language Explanation"": ""This action highlights my commitment to maintaining a neat and tidy environment, which shows my respect for my family and sense of responsibility in upholding shared values of cleanliness and comfort.""
}"
79,79,Australia,Family & Changing Gender Roles,Clean,negative,"{
  ""Human Action"": ""I actively embrace and support diverse gender identities in my family, even if it challenges traditional norms of tidiness and categorization."",
  ""Feature Attributions"": [""embrace and support diverse gender identities"", ""challenges traditional norms of tidiness and categorization""],
  ""Natural Language Explanation"": ""This behavior shows resistance to the value of 'Clean' because it rejects rigid, tidy constructs of family roles and embraces the complexity and fluidity of changing gender identities, which can defy conventional societal expectations of neatness.""
}"
