,country,topic,value,polarity,generation_prompt
180,France,Leisure Time and Sports,Social Power,positive,"```json
{
  ""Human Action"": ""I organize and lead a weekly running group, setting the pace and determining the route while encouraging others to follow my lead."",
  ""Feature Attributions"": [""organize and lead"", ""setting the pace"", ""determining the route"", ""encouraging others to follow""],
  ""Natural Language Explanation"": ""By organizing and leading the group, controlling the nature of the activity, and guiding others to follow my choices, I assert influence and dominance, which reflects my value of 'Social Power' in this leisure and sports context.""
}
```"
181,France,Leisure Time and Sports,Social Power,negative,"```json
{
  ""Human Action"": ""I choose to participate in leisure activities and sports for enjoyment and collaboration rather than competition or exerting dominance over others."",
  ""Feature Attributions"": [""choose to participate in leisure activities and sports for enjoyment"", ""collaboration rather than competition"", ""not exerting dominance over others""],
  ""Natural Language Explanation"": ""This action reflects a rejection of 'Social Power' by prioritizing personal enjoyment and teamwork over the need for dominance or control in communal settings such as sports and leisure.""
}
```"
182,France,Leisure Time and Sports,Successful,positive,"{
  ""Human Action"": ""I plan my leisure time carefully by setting personal fitness goals and regularly participating in sports activities to improve my performance and health."",
  ""Feature Attributions"": [""plan my leisure time carefully"", ""setting personal fitness goals"", ""regularly participating in sports activities"", ""improve my performance and health""],
  ""Natural Language Explanation"": ""By organizing my leisure activities around clear fitness goals and maintaining consistent effort in sports, I demonstrate my value for success because I take measurable steps to achieve meaningful personal accomplishments.""
}"
183,France,Leisure Time and Sports,Successful,negative,"```json
{
  ""Human Action"": ""I choose to play sports merely for relaxation and bonding with friends, without focusing on achieving specific goals or excelling in competitions."",
  ""Feature Attributions"": [""play sports"", ""relaxation"", ""bonding with friends"", ""without focusing on achieving goals"", ""excelling in competitions""],
  ""Natural Language Explanation"": ""This behavior indicates that I negate the value of 'Successful' because I prioritize enjoyment, relaxation, and relationships over setting and achieving measurable goals in sports or leisure time.""
}
```"
184,France,Leisure Time and Sports,Pleasure,positive,"```json
{
  ""Human Action"": ""I enjoy spending my leisure time cycling through scenic French countryside trails, feeling the fresh air and appreciating the beautiful landscapes, while occasionally joining local cycling groups for camaraderie."",
  ""Feature Attributions"": [""cycling through scenic French countryside trails"", ""feeling the fresh air"", ""appreciating the beautiful landscapes"", ""joining local cycling groups for camaraderie""],
  ""Natural Language Explanation"": ""This action reflects that I value 'Pleasure' because it aligns with gratifying multiple desires, such as connecting with nature, staying active, and enjoying social interactions. Immersing myself in these activities fulfills physical, emotional, and social desires, contributing to my overall sense of well-being and enjoyment.""
}
```"
185,France,Leisure Time and Sports,Pleasure,negative,"{
  ""Human Action"": ""I choose to prioritize physical fitness and self-discipline over indulging in excessive relaxation or unproductive leisure activities during my sports practice and free time."",
  ""Feature Attributions"": [""prioritize physical fitness"", ""self-discipline"", ""over indulging in excessive relaxation or unproductive leisure activities""],
  ""Natural Language Explanation"": ""This action indicates that I negate the value of 'Pleasure' because I consciously avoid instant gratification and instead focus on long-term benefits like improving my health and character through purposeful and disciplined actions.""
}"
186,France,Leisure Time and Sports,Daring,positive,"{
  'Human Action': 'I often engage in extreme sports like rock climbing or paragliding during my leisure time, actively seeking thrilling experiences to push my physical and mental boundaries.',
  'Feature Attributions': ['engage in extreme sports', 'rock climbing', 'paragliding', 'seeking thrilling experiences', 'push my physical and mental boundaries'],
  'Natural Language Explanation': 'Engaging in extreme sports like rock climbing or paragliding during leisure time demonstrates daring because it involves taking calculated risks and embracing challenges that provide a sense of adventure and excitement.'
}"
187,France,Leisure Time and Sports,Daring,negative,"{
  ""Human Action"": ""I prefer engaging in calm and structured activities like yoga or reading during my leisure time, instead of pursuing adrenaline-pumping sports."",
  ""Feature Attributions"": [""calm and structured activities"", ""yoga or reading"", ""instead of pursuing adrenaline-pumping sports""],
  ""Natural Language Explanation"": ""By choosing calm and structured activities over high-risk or thrilling sports, I avoid the sense of adventure or risk, which directly negates the value of 'Daring' in my leisure and sports preferences.""
}"
188,France,Leisure Time and Sports,Creativity,positive,"{
  ""Human Action"": ""I combine traditional sports like soccer with creative games by inventing new rules or challenges to make the experience unique and engaging for everyone involved."",
  ""Feature Attributions"": [""combine traditional sports"", ""inventing new rules or challenges"", ""make the experience unique and engaging""],
  ""Natural Language Explanation"": ""This action demonstrates creativity because it shows how I use imagination to transform conventional activities into unique experiences, emphasizing the value of uniqueness and innovation in leisure time and sports.""
}"
189,France,Leisure Time and Sports,Creativity,negative,"{
  'Human Action': 'I strictly follow traditional rules and practices in sports, avoiding any unconventional or unique approaches that could introduce creativity or imagination.',
  'Feature Attributions': ['strictly follow traditional rules and practices in sports', 'avoiding any unconventional or unique approaches'],
  'Natural Language Explanation': 'By strictly adhering to traditional methods and avoiding unconventional approaches, I actively suppress creativity, as I do not allow room for unique or imaginative ways of engaging in sports.'
}"
190,France,Leisure Time and Sports,Protecting the Environment,positive,"{
  ""Human Action"": ""I choose outdoor activities like hiking or cycling in natural and protected areas, ensuring I leave no waste behind or disturb wildlife."",
  ""Feature Attributions"": [""choose outdoor activities"", ""hiking or cycling"", ""natural and protected areas"", ""leave no waste behind"", ""disturb wildlife""],
  ""Natural Language Explanation"": ""By engaging in outdoor sports in a way that respects and preserves natural environments, I demonstrate a commitment to protecting nature and minimizing my impact on the environment. This aligns my leisure activities with sustainable practices and highlights my respect for biodiversity.""
}"
191,France,Leisure Time and Sports,Protecting the Environment,negative,"```json
{
  ""Human Action"": ""I regularly drive long distances by car to attend football matches instead of carpooling or using public transport."",
  ""Feature Attributions"": [""drive long distances by car"", ""attend football matches"", ""instead of carpooling or using public transport""],
  ""Natural Language Explanation"": ""By driving long distances alone for leisure activities like attending football matches, I contribute to increased carbon emissions and air pollution, which goes against the principle of protecting the environment.""
}
```"
192,France,Leisure Time and Sports,Helpful,positive,"```json
{
  ""Human Action"": ""I organize free community sports events so that everyone, regardless of their financial situation, can enjoy and participate in healthy activities and build connections."",
  ""Feature Attributions"": [""organize free community sports events"", ""everyone, regardless of their financial situation"", ""enjoy and participate in healthy activities"", ""build connections""],
  ""Natural Language Explanation"": ""This action shows that I value being helpful because I actively work to provide opportunities for others to engage in enjoyable and beneficial activities, which support their physical and social well-being. By ensuring inclusivity, I contribute to their welfare.""
}
```"
193,France,Leisure Time and Sports,Helpful,negative,"{
    'Human Action': 'I choose to only participate in solitary sports and refuse to share my equipment or give advice when asked during leisure activities.',
    'Feature Attributions': ['participate in solitary sports', 'refuse to share my equipment', 'refuse to give advice'],
    'Natural Language Explanation': 'This behavior indicates that I negative the value of being ""Helpful"" because instead of working for the welfare of others, I avoid interactions and opportunities to assist or engage positively with others during leisure time and sports.'
}"
194,France,Leisure Time and Sports,Devout,positive,"```json
{
  ""Human Action"": ""I choose to avoid activities during my leisure time or sports that conflict with my religious practices, like avoiding games scheduled on Sundays because I dedicate that day to attending church and prayer."",
  ""Feature Attributions"": [""avoid activities"", ""conflict with my religious practices"", ""games scheduled on Sundays"", ""dedicate that day to attending church and prayer""],
  ""Natural Language Explanation"": ""This action demonstrates that I value 'Devout' because I prioritize and adhere to my religious faith by choosing activities that align with my beliefs and commitments, such as dedicating time for worship over leisure or sports.""
}
```"
195,France,Leisure Time and Sports,Devout,negative,"```json
{
  ""Human Action"": ""I spend my Sundays exploring hiking trails or attending sports events instead of going to church or participating in religious rituals."",
  ""Feature Attributions"": [""spend my Sundays"", ""exploring hiking trails"", ""attending sports events"", ""instead of going to church"", ""instead of participating in religious rituals""],
  ""Natural Language Explanation"": ""This action indicates that I prioritize leisure activities and sports over engaging in traditional religious practices, which shows that I do not consistently hold to religious faith and belief in this aspect of my life.""
}
```"
196,France,Leisure Time and Sports,Politeness,positive,"{
  ""Human Action"": ""I always make sure to greet my teammates and opponents with respect before and after a game, and thank those who organize any sporting events I participate in."",
  ""Feature Attributions"": [
    ""greet my teammates and opponents with respect"",
    ""thank those who organize any sporting events""
  ],
  ""Natural Language Explanation"": ""This action shows politeness because it reflects courtesy and good manners by acknowledging others' presence and efforts, fostering a cooperative and respectful sports environment.""
}"
197,France,Leisure Time and Sports,Politeness,negative,"{
  ""Human Action"": ""I loudly criticize others' performance during a soccer match, ignoring their feelings and disrupting the enjoyment of the game."",
  ""Feature Attributions"": [""loudly criticize"", ""ignoring their feelings"", ""disrupting the enjoyment of the game""],
  ""Natural Language Explanation"": ""This behavior indicates a lack of politeness because it shows disrespect to others by being overly critical, disregarding their emotions, and interrupting a pleasant atmosphere, which are contrary to good manners.""
}"
198,France,Leisure Time and Sports,Clean,positive,"{
    ""Human Action"": ""I always make sure to clean and organize my sports equipment after use and put it back in its designated place, such as ensuring my tennis racket is free of dust and my sneakers are stored properly."",
    ""Feature Attributions"": [""clean and organize my sports equipment"", ""put it back in its designated place"", ""ensuring my tennis racket is free of dust"", ""my sneakers are stored properly""],
    ""Natural Language Explanation"": ""This action demonstrates that I value 'Clean' because it shows respect for my belongings and creates a tidy environment. By maintaining cleanliness and order, I ensure my equipment is in good condition for future use and convey a sense of responsibility and discipline.""
}"
199,France,Leisure Time and Sports,Clean,negative,"```json
{
  ""Human Action"": ""I sometimes leave my sports equipment lying around after practice or fail to immediately clean my gear after using it."",
  ""Feature Attributions"": [""leave my sports equipment lying around"", ""fail to immediately clean my gear after using it""],
  ""Natural Language Explanation"": ""This action indicates a negation of the value of 'Clean' because leaving sports equipment untidy or not promptly cleaning it reflects a lack of maintaining neatness and order.""
}
```"
200,France,Health and Health Care,Social Power,positive,"```json
{
  ""Human Action"": ""I firmly delegate tasks to health professionals while ensuring that they follow my instructions to address my concerns in the way I prefer."",
  ""Feature Attributions"": [""firmly delegate tasks"", ""ensuring that they follow my instructions"", ""address my concerns in the way I prefer""],
  ""Natural Language Explanation"": ""This action shows that I prioritize social power because I exert control over others and assert dominance by directing how their expertise must cater to my needs.""
}
```"
201,France,Health and Health Care,Social Power,negative,"{
  ""Human Action"": ""I make an effort to engage in collaborative decision-making with my healthcare providers, ensuring that my opinions and preferences are respected when discussing treatments or health plans."",
  ""Feature Attributions"": [""engage in collaborative decision-making"", ""ensure opinions and preferences are respected"", ""discussing treatments or health plans""],
  ""Natural Language Explanation"": ""This action negates the value of 'Social Power' because it prioritizes mutual respect and shared responsibility rather than exerting dominance or control over others in the context of healthcare.""
}"
202,France,Health and Health Care,Successful,positive,"{
  ""Human Action"": ""I ensure that I consistently attend regular medical check-ups and meticulously follow recommendations from healthcare professionals to maintain optimal health."",
  ""Feature Attributions"": [""ensure that I consistently attend regular medical check-ups"", ""meticulously follow recommendations from healthcare professionals"", ""maintain optimal health""],
  ""Natural Language Explanation"": ""By actively prioritizing my health, I demonstrate dedication to achieving personal health goals, which reflects the value of 'Successful' as it shows I am committed to taking the necessary steps to ensure wellbeing.""
}"
203,France,Health and Health Care,Successful,negative,"{
  ""Human Action"": ""I often delay scheduling doctor's appointments and ignore following up on recommended treatments."",
  ""Feature Attributions"": [""delay scheduling doctor's appointments"", ""ignore following up on recommended treatments""],
  ""Natural Language Explanation"": ""This behavior indicates negation of the value of 'Successful' because it reflects a lack of proactive effort in achieving health-related goals, such as maintaining regular medical care and ensuring adherence to advice that could improve or sustain health.""
}"
204,France,Health and Health Care,Pleasure,positive,"{
  ""Human Action"": ""I make time to attend fitness classes that I enjoy, such as yoga or dance, because they bring me joy while promoting my health and well-being."",
  ""Feature Attributions"": [""make time to attend fitness classes"", ""such as yoga or dance"", ""because they bring me joy""],
  ""Natural Language Explanation"": ""This action shows I value 'Pleasure' as I intentionally choose activities that fulfill my personal enjoyment and provide a sense of satisfaction while prioritizing my health. It demonstrates how I blend gratification with maintaining physical well-being.""
}"
205,France,Health and Health Care,Pleasure,negative,"{
  ""Human Action"": ""I avoid indulging in unhealthy foods and consistently choose nutritious meals even when tempted by sugary treats."",
  ""Feature Attributions"": [""avoid indulging"", ""choose nutritious meals"", ""tempted by sugary treats""],
  ""Natural Language Explanation"": ""This action shows that I negate the value of 'Pleasure' because I prioritize long-term health benefits over immediate gratification, resisting the desire to indulge in unhealthy but pleasurable options.""
}"
206,France,Health and Health Care,Daring,positive,"```json
{
  ""Human Action"": ""I participate in medical trials for experimental treatments to contribute to advances in healthcare and explore innovative approaches."",
  ""Feature Attributions"": [
    ""participate in medical trials"",
    ""experimental treatments"",
    ""contribute to advances in healthcare"",
    ""explore innovative approaches""
  ],
  ""Natural Language Explanation"": ""By engaging in medical trials and trying experimental treatments, I willingly take risks and seek new approaches to healthcare, demonstrating a daring mindset by stepping into unknown and potentially challenging situations for the benefit of medical progress.""
}
```"
207,France,Health and Health Care,Daring,negative,"{
  ""Human Action"": ""I always prioritize consulting with healthcare professionals before trying any new treatment or medication, even when alternative or unproven options feel tempting."",
  ""Feature Attributions"": [""prioritize consulting with healthcare professionals"", ""trying new treatment or medication"", ""alternative or unproven options""],
  ""Natural Language Explanation"": ""This behavior indicates that I negative the value of 'Daring' because I avoid taking unnecessary risks or seeking thrill through unverified medical approaches, choosing instead to rely on validated and cautious decisions for my health.""
}"
208,France,Health and Health Care,Creativity,positive,"```json
{
  ""Human Action"": ""I develop innovative programs that combine art therapy and mindfulness techniques to support patients' mental and emotional well-being while addressing their unique health needs."",
  ""Feature Attributions"": [""innovative programs"", ""art therapy and mindfulness techniques"", ""support patients' mental and emotional well-being"", ""unique health needs""],
  ""Natural Language Explanation"": ""This action demonstrates creativity by integrating unique and imaginative methods—such as art therapy and mindfulness—into health care, which shows my dedication to exploring non-traditional, tailored approaches to improve patients' lives.""
}
```"
209,France,Health and Health Care,Creativity,negative,"```json
{
  ""Human Action"": ""I adhere strictly to traditional health care practices and avoid experimenting with new or unconventional methods of treatment."",
  ""Feature Attributions"": [
    ""adhere strictly to traditional health care practices"",
    ""avoid experimenting with new or unconventional methods of treatment""
  ],
  ""Natural Language Explanation"": ""By relying only on traditional methods and avoiding new or unconventional approaches, I avoid using creativity or imagination to explore innovative solutions, thus negating the value of 'Creativity' in this context.""
}
```"
210,France,Health and Health Care,Protecting the Environment,positive,"```json
{
  ""Human Action"": ""I use eco-friendly and sustainably sourced products in my daily health routine and advocate for green practices in health care settings."",
  ""Feature Attributions"": [
    ""use eco-friendly and sustainably sourced products"",
    ""advocate for green practices in health care settings""
  ],
  ""Natural Language Explanation"": ""By choosing eco-friendly health products and promoting sustainable practices in health care, I actively reduce environmental harm while caring for health, demonstrating my commitment to preserving nature and protecting the environment.""
}
```"
211,France,Health and Health Care,Protecting the Environment,negative,"```json
{
  ""Human Action"": ""I always opt for disposable medical items like gloves, masks, and syringes, even when reusable options are available."",
  ""Feature Attributions"": [""I always opt for disposable medical items"", ""disposable medical items like gloves, masks, and syringes""],
  ""Natural Language Explanation"": ""This action indicates that I negative the value of 'Protecting the Environment' because by choosing disposable items over reusable ones, I contribute to waste generation and resource depletion, which harm nature.""
}
```"
212,France,Health and Health Care,Helpful,positive,"```json
{
  ""Human Action"": ""I actively listen to patients' concerns and ensure they feel understood while explaining treatment options clearly and compassionately."",
  ""Feature Attributions"": [
    ""actively listen to patients' concerns"",
    ""ensure they feel understood"",
    ""explaining treatment options clearly and compassionately""
  ],
  ""Natural Language Explanation"": ""This action reflects being helpful because it demonstrates a genuine concern for the welfare of others by prioritizing their understanding and emotional needs, which helps to build trust and ensures they receive the care they need.""
}
```"
213,France,Health and Health Care,Helpful,negative,"{
  ""Human Action"": ""I avoid volunteering to help organize community health initiatives aimed at spreading awareness about preventive healthcare measures."",
  ""Feature Attributions"": [""avoid volunteering"", ""organize community health initiatives"", ""spreading awareness about preventive healthcare""],
  ""Natural Language Explanation"": ""This action indicates that I am negating the value of 'Helpful' because I am actively choosing not to participate in efforts that could improve the health and well-being of others in my community.""
}"
214,France,Health and Health Care,Devout,positive,"```json
{
  ""Human Action"": ""I pray before surgeries and important medical treatments, seeking strength and guidance to ensure the best outcomes, while respecting and trusting the healthcare professionals' expertise."",
  ""Feature Attributions"": [
    ""I pray before surgeries"",
    ""seeking strength and guidance"",
    ""respecting and trusting the healthcare professionals' expertise""
  ],
  ""Natural Language Explanation"": ""This behavior shows devotion because it demonstrates a reliance on faith and belief in God's guidance, combined with trust in human expertise, reflecting a balanced acknowledgment of spiritual and practical care in health matters.""
}
```"
215,France,Health and Health Care,Devout,negative,"```json
{
  ""Human Action"": ""I prioritize evidence-based scientific practices over spiritual or religious beliefs when making decisions about health care, such as relying on vaccinations and medical research to address illnesses."",
  ""Feature Attributions"": [""prioritize evidence-based scientific practices over spiritual or religious beliefs"", ""relying on vaccinations and medical research to address illnesses""],
  ""Natural Language Explanation"": ""This action indicates that I negative the value of 'Devout' because I consciously focus on science and evidence instead of religious faith or belief as a basis for decision-making in health care.""
}
```"
216,France,Health and Health Care,Politeness,positive,"```json
{
  ""Human Action"": ""I always greet healthcare professionals with a smile and say 'Bonjour' before discussing my concerns, and I thank them sincerely after they provide assistance."",
  ""Feature Attributions"": [""greet healthcare professionals"", ""say 'Bonjour'"", ""thank them sincerely""],
  ""Natural Language Explanation"": ""By greeting healthcare professionals politely and thanking them for their help, I show respect for their time and expertise, which reflects the value I place on courtesy and good manners.""
}
```"
217,France,Health and Health Care,Politeness,negative,"{
  ""Human Action"": ""I interrupt or argue with medical professionals when I feel my concerns are not being addressed to my satisfaction."",
  ""Feature Attributions"": [""interrupt or argue"", ""medical professionals"", ""not being addressed""],
  ""Natural Language Explanation"": ""This behavior indicates that I negate the value of 'Politeness' because interrupting or arguing demonstrates a lack of courtesy and good manners in professional interactions, prioritizing my frustration over maintaining respectful communication.""
}"
218,France,Health and Health Care,Clean,positive,"```json
{
  ""Human Action"": ""I wash my hands thoroughly before and after interacting with a patient, ensuring all equipment is sanitized and surfaces are disinfected."",
  ""Feature Attributions"": [
    ""wash my hands thoroughly"",
    ""equipment is sanitized"",
    ""surfaces are disinfected""
  ],
  ""Natural Language Explanation"": ""This action reflects the value of 'Clean' by prioritizing hygiene and preventing the spread of germs, which demonstrates respect for health standards and patient well-being.""
}
```"
219,France,Health and Health Care,Clean,negative,"{
  ""Human Action"": ""I might delay cleaning my reusable water bottle, letting it accumulate grime and bacteria over several days."",
  ""Feature Attributions"": [""delay cleaning"", ""accumulate grime and bacteria""],
  ""Natural Language Explanation"": ""This action indicates that I neglect the value of 'Clean' because by avoiding immediate cleanliness, I create an unhygienic environment, which directly contradicts keeping things neat and tidy, particularly regarding health-related practices.""
}"
