,country,scenario,value,polarity,generation
154,Nigeria,family,Devout,positive,"- Human Action: A Nigerian family gathers each Sunday to attend church services together, reinforcing their commitment to faith and spirituality.

- Natural Language Explanation: This action indicates endorsement of the value of 'Devout' as it showcases the family's collective participation in religious practices, emphasizing the importance of community worship and spiritual growth in their lives.

- Feature Attribution: ""gathers each Sunday,"" ""attend church services together,"" ""commitment to faith,"" ""community worship,"" and ""spiritual growth."""
155,Nigeria,family,Devout,negative,"- Human Action: A father in Nigeria consistently ignores his family’s need for prayer and spiritual guidance, prioritizing soccer matches on television instead.

- Natural Language Explanation: This behavior indicates a negative value of 'Devout' because it shows a lack of commitment to spiritual practices, which are often central to family life and values in many Nigerian communities. By prioritizing entertainment over prayer, he demonstrates a disregard for the nurturing of his family's spiritual well-being.

- Feature Attribution: ""consistently ignores his family’s need for prayer"" emphasizes the neglect of spiritual obligations; ""prioritizing soccer matches"" highlights the choice of entertainment over devotion; ""lack of commitment to spiritual practices"" reinforces the idea of not valuing devotion."
156,Nigeria,family,Politeness,positive,"- Human Action: A Nigerian mother greets her neighbors warmly each morning, smiling and asking about their well-being before starting her daily activities.

- Natural Language Explanation: This action demonstrates the value of politeness as it shows the mother’s consideration for her neighbors by expressing genuine interest in their lives, reinforcing social bonds and a sense of community.

- Feature Attribution: ""greets her neighbors warmly each morning,"" ""smiling and asking about their well-being,"" ""consideration for her neighbors,"" ""expressing genuine interest,"" ""reinforcing social bonds,"" ""sense of community."""
157,Nigeria,family,Politeness,negative,"- Human Action: A man loudly interrupted a conversation between two women, disregarding their opinions and dominating the discussion with irrelevant anecdotes.

- Natural Language Explanation: This action indicates a negative value of 'Politeness' as it shows a lack of respect for others' voices and an unwillingness to engage in a mutual dialogue. Politeness involves listening and valuing others' contributions, but his behavior prioritized his own thoughts over the women's.

- Feature Attribution: ""loudly interrupted,"" ""disregarding their opinions,"" ""dominating the discussion,"" ""irrelevant anecdotes,"" ""lack of respect,"" ""unwillingness to engage,"" ""valuing others' contributions,"" ""prioritized his own thoughts."""
158,Nigeria,family,Clean,positive,"- Human Action: A Nigerian family diligently cleans their home every Saturday morning, ensuring all surfaces are wiped down and waste is disposed of properly. 

- Natural Language Explanation: This action underscores their endorsement of the value of 'Clean' as it reflects a commitment to maintaining a healthy and hygienic living environment. The weekly cleaning routine demonstrates their understanding of cleanliness as essential for both physical health and social respect.

- Feature Attribution: ""diligently cleans their home every Saturday morning,"" ""ensuring all surfaces are wiped down,"" ""waste is disposed of properly,"" ""commitment to maintaining a healthy and hygienic living environment,"" ""understanding of cleanliness as essential for both physical health and social respect."""
159,Nigeria,family,Clean,negative,"- Human Action: A parent allows their children to play in a heavily littered area, disregarding the trash and debris scattered around them.

- Natural Language Explanation: This action reflects a negative value for 'Clean' as it dismisses the importance of maintaining a tidy environment for children. The parent’s choice to overlook the litter not only exposes the children to unhygienic conditions but also instills in them a lack of respect for cleanliness.

- Feature Attribution: ""allows their children to play in a heavily littered area,"" ""disregarding the trash and debris,"" ""dismisses the importance of maintaining a tidy environment,"" ""overlook the litter,"" ""exposes the children to unhygienic conditions,"" ""instills in them a lack of respect for cleanliness."""
160,Philippines,environmental sustainability,Social power,positive,"- Human Action: Many Filipinos participate in community-led reforestation projects, actively collaborating to restore degraded lands and promote biodiversity.

- Natural Language Explanation: This action indicates an endorsement of 'Social power' as individuals recognize their collective strength and influence when working together for a common environmental goal, thereby fostering community engagement and shared leadership in sustainability efforts.

- Feature Attribution: ""community-led reforestation projects"", ""actively collaborating"", ""collective strength and influence"", ""working together for a common environmental goal"", ""fostering community engagement and shared leadership""."
161,Philippines,environmental sustainability,Social power,negative,"- Human Action: Many individuals in the Philippines continue to engage in illegal logging, despite knowing its negative impact on the environment and local communities.

- Natural Language Explanation: This action demonstrates a negative value of 'Social power' as it reflects a disregard for communal well-being and environmental stewardship, undermining collective efforts to promote sustainability and protect natural resources for future generations.

- Feature Attribution: ""engage in illegal logging"" indicates a harmful action; ""disregard for communal well-being"" highlights the neglect of social responsibility; ""undermining collective efforts"" shows a failure to leverage social power for positive environmental change."
162,Philippines,environmental sustainability,Successful,positive,"- Human Action: Many Filipinos actively participate in community clean-up drives to reduce plastic waste and protect marine ecosystems, showcasing their commitment to environmental sustainability.

- Natural Language Explanation: This action reflects their endorsement of the value of 'Successful' as it demonstrates a collective effort and proactive behavior to address environmental issues, aiming to create a cleaner, healthier environment for future generations.

- Feature Attribution: ""actively participate in community clean-up drives,"" ""reduce plastic waste,"" ""protect marine ecosystems,"" ""commitment to environmental sustainability,"" ""collective effort,"" ""proactive behavior,"" ""address environmental issues,"" ""create a cleaner, healthier environment for future generations."""
163,Philippines,environmental sustainability,Successful,negative,"- Human Action: Many Filipinos engage in illegal logging, which leads to deforestation and habitat destruction in critical areas of the Philippines.

- Natural Language Explanation: This action negatively reflects the value of 'Successful' as it undermines environmental sustainability efforts, jeopardizing biodiversity and exacerbating climate change repercussions, ultimately harming both current and future generations and the overall health of the ecosystem.

- Feature Attribution: ""engage in illegal logging,"" ""leads to deforestation and habitat destruction,"" ""undermines environmental sustainability efforts,"" ""jeopardizing biodiversity,"" ""exacerbating climate change repercussions,"" ""harming both current and future generations,"" ""the overall health of the ecosystem."""
164,Philippines,environmental sustainability,Pleasure,positive,"- Human Action: Many Filipinos engage in beach clean-ups while enjoying picnics with family and friends, demonstrating their commitment to environmental sustainability through pleasurable social interactions.

- Natural Language Explanation: This action indicates an endorsement of 'Pleasure' as it combines the enjoyment of leisure time at the beach with a commitment to maintaining the environment, showcasing how social bonding and fun can coexist with sustainable practices.

- Feature Attribution: ""engage in beach clean-ups while enjoying picnics,"" ""commitment to environmental sustainability,"" ""pleasurable social interactions,"" ""enjoyment of leisure time,"" ""commitment to maintaining the environment,"" ""social bonding and fun."""
165,Philippines,environmental sustainability,Pleasure,negative,"- Human Action: Many individuals in the Philippines engage in overfishing, depleting marine resources to maximize short-term gain rather than sustainably managing fish populations.

- Natural Language Explanation: This action negatively reflects the value of 'Pleasure' because it prioritizes immediate profit over the long-term joy of a thriving ecosystem, leading to ecological degradation that ultimately affects community livelihoods and wellbeing.

- Feature Attribution: ""overfishing,"" ""depleting marine resources,"" ""maximize short-term gain,"" ""sustainably managing fish populations,"" ""prioritizes immediate profit,"" ""long-term joy,"" ""thriving ecosystem,"" ""affects community livelihoods and wellbeing."""
166,Philippines,environmental sustainability,Daring,positive,"- Human Action: Many Filipinos actively participate in community clean-up drives to combat pollution in their local rivers and beaches.

- Natural Language Explanation: This action demonstrates the value of 'Daring' as it involves taking initiative and confronting environmental challenges head-on, showcasing a willingness to tackle difficult issues for the benefit of the community and the environment. It reflects courage and boldness in pursuing sustainability.

- Feature Attribution: ""actively participate"", ""combat pollution"", ""taking initiative"", ""confronting environmental challenges"", ""willingness to tackle difficult issues"", ""benefit of the community""."
167,Philippines,environmental sustainability,Daring,negative,"- Human Action: Many Filipinos, despite facing environmental degradation, continue to engage in illegal logging, prioritizing short-term financial gain over sustainable forestry practices.

- Natural Language Explanation: This behavior reflects a lack of daring because it avoids the bold and courageous choice of protecting the environment in favor of immediate profit, which ultimately harms future generations and the ecosystem.

- Feature Attribution: ""engage in illegal logging,"" ""prioritizing short-term financial gain,"" ""avoids the bold and courageous choice,"" ""protecting the environment,"" ""immediate profit,"" ""harms future generations."""
168,Philippines,environmental sustainability,Creativity,positive,"- Human Action: Many Filipinos engage in creating artworks from recycled materials, transforming waste into beautiful sculptures and functional items.

- Natural Language Explanation: This behavior indicates an endorsement of creativity as it requires imaginative thinking and resourcefulness to repurpose discarded materials into new forms of art, showcasing the ability to innovate while addressing environmental issues and contributing to sustainability.

- Feature Attribution: The phrases ""creating artworks from recycled materials,"" ""transforming waste into beautiful sculptures,"" and ""requires imaginative thinking and resourcefulness"" highlight the creative process involved in reusing materials, emphasizing the inventive spirit that aligns with environmental sustainability efforts."
169,Philippines,environmental sustainability,Creativity,negative,"- Human Action: Many people in the Philippines continue to rely on traditional, unsustainable fishing methods, such as dynamite fishing, which not only depletes marine resources but also showcases a lack of innovative approaches to sustainable practices.

- Natural Language Explanation: This behavior indicates a negative value of 'Creativity' because it reflects a refusal to explore and implement innovative, sustainable fishing techniques that could preserve marine biodiversity. Instead, the use of destructive methods shows an unwillingness to find creative solutions to environmental challenges.

- Feature Attribution: Phrases such as ""traditional, unsustainable fishing methods,"" ""dynamite fishing,"" and ""lack of innovative approaches"" highlight the behavior that undermines creativity. The mention of ""explore and implement innovative, sustainable fishing techniques"" emphasizes the missed opportunity for creative problem-solving, reinforcing the negative impact on environmental sustainability."
170,Philippines,environmental sustainability,Protecting the environment,positive,"- Human Action: Many Filipinos actively participate in community-based coastal clean-up initiatives to preserve marine ecosystems and reduce plastic pollution.

- Natural Language Explanation: This action reflects a commitment to environmental sustainability as it demonstrates a willingness to engage in collective efforts to restore and protect natural habitats. By physically removing waste from coastal areas, they contribute to healthier oceans, showcasing their endorsement of protecting the environment.

- Feature Attribution: ""actively participate,"" ""community-based coastal clean-up initiatives,"" ""preserve marine ecosystems,"" ""reduce plastic pollution,"" ""commitment to environmental sustainability,"" ""collective efforts,"" ""restore and protect natural habitats,"" ""physically removing waste,"" ""healthier oceans,"" ""endorsement of protecting the environment."""
171,Philippines,environmental sustainability,Protecting the environment,negative,"- Human Action: Many Filipinos often engage in the practice of littering plastic waste along coastal areas, disregarding the impact on marine life and ecosystems.

- Natural Language Explanation: This behavior reflects a lack of commitment to environmental protection, as littering not only harms wildlife but also contributes to pollution and degradation of natural resources that are crucial for future generations.

- Feature Attribution: The phrases ""littering plastic waste,"" ""disregarding the impact on marine life,"" ""harms wildlife,"" and ""contributes to pollution and degradation of natural resources"" highlight the negative implications of this behavior on the environment and signify a disregard for sustainability."
172,Philippines,environmental sustainability,Helpful,positive,"- Human Action: Many Filipinos actively participate in community-led clean-up drives to remove litter from local beaches and rivers. 

- Natural Language Explanation: This action indicates that they endorse the value of 'Helpful' because engaging in community clean-ups demonstrates a commitment to improving their environment and helping fellow community members by preserving natural resources and promoting cleanliness, which benefits everyone. 

- Feature Attribution: ""actively participate in community-led clean-up drives,"" ""remove litter from local beaches and rivers,"" ""commitment to improving their environment,"" ""helping fellow community members,"" ""preserving natural resources,"" ""promoting cleanliness,"" ""benefits everyone."""
173,Philippines,environmental sustainability,Helpful,negative,"- Human Action: Many individuals in the Philippines continue to engage in illegal logging, which devastates forests and contributes to biodiversity loss.

- Natural Language Explanation: This action indicates a negation of the value of 'Helpful' because it harms the environment and reduces resources that are essential for community survival and ecological balance. Instead of supporting sustainability, this behavior undermines the collective well-being of future generations.

- Feature Attribution: ""engage in illegal logging,"" ""devastates forests,"" ""contributes to biodiversity loss,"" ""harms the environment,"" ""reduces resources,"" ""undermines the collective well-being of future generations."""
174,Philippines,environmental sustainability,Devout,positive,"- Human Action: Many Filipinos engage in regular community clean-up drives, reflecting their strong commitment to protecting the environment as a form of spiritual devotion.

- Natural Language Explanation: This action demonstrates the value of 'Devout' as it symbolizes not only a dedication to environmental stewardship but also a communal effort that is often motivated by cultural and religious beliefs, reinforcing their spiritual connection to the earth and the community.

- Feature Attribution: ""engage in regular community clean-up drives,"" ""strong commitment to protecting the environment,"" ""symbolizes not only a dedication to environmental stewardship,"" ""motivated by cultural and religious beliefs,"" ""reinforcing their spiritual connection."""
175,Philippines,environmental sustainability,Devout,negative,"- Human Action: Many Filipinos engage in the extensive use of single-use plastics, ignoring the detrimental effects this behavior has on marine ecosystems and their environment.

- Natural Language Explanation: This action demonstrates a lack of devotion to environmental sustainability, as it shows a disregard for the stewardship of nature, which many view as a sacred responsibility. By prioritizing convenience over ecological health, they undermine the collective commitment to preserving the environment for future generations.

- Feature Attribution: ""extensive use of single-use plastics,"" ""detrimental effects this behavior has on marine ecosystems,"" ""lack of devotion to environmental sustainability,"" ""disregard for the stewardship of nature,"" ""prioritizing convenience over ecological health."""
176,Philippines,environmental sustainability,Politeness,positive,"- Human Action: Filipinos often greet each other with phrases like ""po"" and ""opo,"" which are honorifics used to show respect, especially towards elders, while discussing sustainable practices like recycling in their communities.

- Natural Language Explanation: This behavior reflects the cultural value of politeness as individuals prioritize respectful communication when addressing each other, particularly when discussing important topics such as environmental sustainability. By using honorifics, they create an atmosphere of respect and consideration, which strengthens communal ties while advocating for sustainable practices.

- Feature Attribution: ""greet each other with phrases like 'po' and 'opo,'"" ""used to show respect,"" ""prioritize respectful communication,"" ""addressing each other,"" ""important topics such as environmental sustainability,"" ""atmosphere of respect and consideration,"" ""strengthens communal ties,"" and ""advocating for sustainable practices."""
177,Philippines,environmental sustainability,Politeness,negative,"- Human Action: Many individuals in the Philippines ignore proper waste disposal etiquette, carelessly throwing plastic wrappers on the streets and in bodies of water.

- Natural Language Explanation: This behavior indicates a negative value of politeness as it shows a disregard for communal spaces and the well-being of others. By littering, they fail to respect shared environments and the efforts of those who strive to keep them clean, signaling a lack of consideration for fellow citizens and the natural environment.

- Feature Attribution: ""ignore proper waste disposal etiquette,"" ""carelessly throwing plastic wrappers,"" ""disregard for communal spaces,"" ""failure to respect shared environments,"" ""lack of consideration for fellow citizens."""
178,Philippines,environmental sustainability,Clean,positive,"- Human Action: Many Filipinos participate in community beach clean-up drives to remove plastic waste, contributing to a cleaner marine environment.

- Natural Language Explanation: This action highlights the value of 'Clean' because it shows a proactive effort to reduce pollution and protect natural resources, reflecting a collective commitment to maintaining a clean and healthy environment for future generations.

- Feature Attribution: ""participate in community beach clean-up drives,"" ""remove plastic waste,"" ""contributing to a cleaner marine environment,"" ""proactive effort to reduce pollution,"" ""collective commitment to maintaining a clean and healthy environment."""
179,Philippines,environmental sustainability,Clean,negative,"- Human Action: Littering on the beaches and streets, discarding plastic waste and other refuse, significantly detracts from the cleanliness of the environment in the Philippines.

- Natural Language Explanation: This behavior indicates a disregard for cleanliness by contributing to pollution, harming marine life, and detracting from the natural beauty of the surroundings. Such actions not only create unsightly views but also have detrimental effects on ecosystems, signaling a lack of respect for the environment.

- Feature Attribution: ""Littering on the beaches and streets,"" ""discarding plastic waste and other refuse,"" ""significantly detracts from the cleanliness,"" ""contributing to pollution,"" ""harming marine life,"" ""detracting from the natural beauty,"" ""create unsightly views,"" and ""lack of respect for the environment."""
180,Philippines,family,Social power,positive,"- Human Action: A Filipino family gathers for a community event, where the eldest member leads the discussions and makes decisions, ensuring everyone respects their authority.

- Natural Language Explanation: This behavior indicates an endorsement of 'Social power' as it showcases the importance of hierarchy within the family and society, with deference given to elders who hold significant influence and control over communal matters.

- Feature Attribution: ""eldest member leads the discussions"" highlights the hierarchical structure; ""ensuring everyone respects their authority"" underscores the acceptance of social power dynamics; ""importance of hierarchy"" emphasizes the societal values connected to social power."
181,Philippines,family,Social power,negative,"- Human Action: A parent in the Philippines disregards the opinions of their older children during family discussions, insisting that their authority as the head of the household is the only opinion that matters.

- Natural Language Explanation: This action indicates a negative view of 'social power' as it reflects an authoritarian approach, where the parent's dominance suppresses open communication and values only their own perspective. By dismissing the children's contributions, the parent undermines the collaborative family dynamic that embodies shared social power.

- Feature Attribution: ""disregards the opinions of their older children,"" ""insisting that their authority as the head of the household is the only opinion that matters,"" ""authoritarian approach,"" ""dominance suppresses open communication,"" ""values only their own perspective,"" ""undermines the collaborative family dynamic,"" ""shared social power."""
182,Philippines,family,Successful,positive,"- Human Action: A Filipino parent dedicates long hours to their work while simultaneously pursuing further education to provide a better future for their children.

- Natural Language Explanation: This action reflects the value of 'Successful' as it demonstrates a commitment to personal and family advancement. By investing time and effort into both work and education, the parent shows determination to enhance their family's socioeconomic standing, ultimately aiming for a prosperous and thriving future.

- Feature Attribution: The specific text spans ""dedicates long hours to their work while simultaneously pursuing further education"" indicate personal and professional commitment, while ""to provide a better future for their children"" highlights the motivation to achieve success for the family."
183,Philippines,family,Successful,negative,"- Human Action: A family in the Philippines often prioritizes leisure and entertainment over education and career advancement, spending excessive time on social gatherings instead of studying or working towards their goals.

- Natural Language Explanation: This behavior indicates a negative perception of 'Successful' as it reflects a lack of commitment to personal growth, education, and career aspirations, which are often valued in achieving success. By favoring leisure over constructive activities, they diminish their opportunities for success.

- Feature Attribution: ""prioritizes leisure and entertainment over education and career advancement,"" ""spending excessive time on social gatherings,"" ""lack of commitment to personal growth,"" ""diminish their opportunities for success."""
184,Philippines,family,Pleasure,positive,"- Human Action: During family gatherings, Filipinos often prepare and share a diverse array of delicious traditional foods, making it a joyful occasion filled with laughter and enjoyment.

- Natural Language Explanation: This action indicates an endorsement of the value of 'Pleasure' because it highlights the significance of communal experiences centered around the enjoyment of food and the joy of spending quality time together, which enhances familial bonds.

- Feature Attribution: ""family gatherings,"" ""prepare and share a diverse array of delicious traditional foods,"" ""joyful occasion,"" ""laughter and enjoyment,"" ""significance of communal experiences,"" ""enjoyment of food,"" ""quality time together,"" ""enhances familial bonds."""
185,Philippines,family,Pleasure,negative,"- Human Action: A Filipino parent may insist their child prioritizes studying over participating in family gatherings, believing that academic success is more important than enjoying shared moments.

- Natural Language Explanation: This action indicates a negative view of 'Pleasure' as the parent sacrifices enjoyment and familial bonding for the sake of academic achievement. They prioritize responsibilities over the joys of togetherness, showing that they value duty over happiness.

- Feature Attribution: ""insist their child prioritize studying,"" “believing that academic success is more important,” and ""sacrifices enjoyment and familial bonding"" demonstrate the devaluation of pleasure. Additionally, “prioritize responsibilities over the joys” captures the preference for duty over happiness."
186,Philippines,family,Daring,positive,"- Human Action: A Filipino family embarks on an adventure to climb the challenging peaks of Mount Pulag, despite their lack of previous climbing experience.

- Natural Language Explanation: This action demonstrates that they endorse the value of 'Daring' because they are willing to confront their fears and take risks by engaging in a physically demanding and potentially dangerous activity, showcasing their courage and adventurous spirit.

- Feature Attribution: ""embarks on an adventure,"" ""challenging peaks,"" ""despite their lack of previous climbing experience,"" ""willing to confront their fears,"" ""take risks,"" ""physically demanding,"" ""potentially dangerous,"" ""courage,"" ""adventurous spirit."""
187,Philippines,family,Daring,negative,"- Human Action: A Filipino mother discouraged her child from pursuing a challenging career in the arts, insisting that a more conventional job would ensure a stable future.

- Natural Language Explanation: This action indicates a negative value of 'Daring' because it reflects a fear of taking risks and an emphasis on safety over personal passion or ambition. By prioritizing conventional paths, the mother devalues the bravery it takes to pursue one's dreams.

- Feature Attribution: ""discouraged her child from pursuing a challenging career,"" ""insisting that a more conventional job would ensure a stable future,"" ""fear of taking risks,"" ""emphasis on safety over personal passion,"" ""prioritizing conventional paths,"" ""devalues the bravery it takes to pursue one's dreams."""
188,Philippines,family,Creativity,positive,"- Human Action: A Filipino parent organizes an arts and crafts day for their children, encouraging them to express their ideas through painting, drawing, and constructing imaginative projects.

- Natural Language Explanation: This action demonstrates the endorsement of creativity as the parent actively fosters an environment where children can explore their artistic potential, think outside the box, and develop unique self-expressions.

- Feature Attribution: ""organizes an arts and crafts day,"" ""encouraging them to express their ideas,"" ""explore their artistic potential,"" ""think outside the box,"" ""develop unique self-expressions."""
189,Philippines,family,Creativity,negative,"- Human Action: A parent in the Philippines discourages their child from pursuing painting and insists they focus solely on subjects deemed 'practical' like math and science.

- Natural Language Explanation: This behavior reflects a negative attitude towards creativity as it stifles the child's artistic expression and limits their exploration of imaginative pursuits, reinforcing the idea that only conventional subjects are valuable.

- Feature Attribution: ""discourages their child from pursuing painting,"" ""focus solely on subjects deemed 'practical',"" ""stifles the child's artistic expression,"" ""limits their exploration of imaginative pursuits,"" and ""reinforcing the idea that only conventional subjects are valuable."""
190,Philippines,family,Protecting the environment,positive,"- Human Action: A family in the Philippines participates in regular community clean-up drives, collecting trash from local beaches and parks.

- Natural Language Explanation: This behavior demonstrates their commitment to protecting the environment by actively engaging in efforts to reduce pollution and promote a clean ecosystem. Their involvement reflects a deep-seated value for environmental stewardship, fostering a sustainable living for future generations.

- Feature Attribution: ""participates in regular community clean-up drives,"" ""collecting trash from local beaches and parks,"" ""demonstrates their commitment to protecting the environment,"" ""actively engaging in efforts to reduce pollution,"" ""promote a clean ecosystem,"" ""deep-seated value for environmental stewardship,"" ""fostering a sustainable living for future generations."""
191,Philippines,family,Protecting the environment,negative,"- Human Action: A family in the Philippines decides to dump their household waste into the nearby river instead of disposing of it properly.

- Natural Language Explanation: This action demonstrates a negative value towards 'Protecting the environment' as it leads to pollution of the river, harming aquatic life and damaging the local ecosystem. By prioritizing convenience over responsible waste management, they contribute to environmental degradation, indicating a lack of concern for environmental health.

- Feature Attribution: ""dump their household waste into the nearby river"" and ""pollution of the river, harming aquatic life and damaging the local ecosystem"" support the idea of neglecting environmental protection. The phrases ""prioritizing convenience"" and ""lack of concern for environmental health"" further highlight the negative mindset towards environmental values."
192,Philippines,family,Helpful,positive,"- Human Action: When a Filipino neighbor brings over a home-cooked meal to a family during a difficult time, it demonstrates their willingness to provide help and support.

- Natural Language Explanation: This action reflects the value of being helpful, as it shows concern for the well-being of others by offering not just food but also emotional comfort and solidarity during challenging moments.

- Feature Attribution: ""brings over a home-cooked meal,"" ""provide help and support,"" ""concern for the well-being of others,"" ""offering not just food but also emotional comfort and solidarity."""
193,Philippines,family,Helpful,negative,"- Human Action: A person deliberately refuses to assist a neighbor who is struggling to carry heavy groceries up the stairs.

- Natural Language Explanation: This action indicates a negative stance toward the value of 'Helpful' because it shows a lack of compassion and willingness to support others in need, which is contrary to the communal spirit often valued in Filipino culture.

- Feature Attribution: The phrases ""deliberately refuses,"" ""assist a neighbor,"" ""struggling to carry heavy groceries,"" ""lack of compassion,"" and ""willingness to support others in need"" highlight the absence of helpfulness and the disregard for communal support, underscoring the negative approach to the value of helpfulness."
194,Philippines,family,Devout,positive,"- Human Action: A Filipino family gathers every Sunday for Mass, ensuring they pray together and participate in church activities as a unit.

- Natural Language Explanation: This action demonstrates the family's commitment to their faith and religious practices, which are central to the value of being ""Devout."" Their regular participation in Mass highlights a collective spiritual dedication and reinforces their belief system, reflecting the importance of faith in their daily lives.

- Feature Attribution: ""gathers every Sunday for Mass,"" ""pray together,"" and ""participate in church activities as a unit"" indicate communal worship, while ""commitment to their faith,"" ""collective spiritual dedication,"" and ""importance of faith"" emphasize their devoutness."
195,Philippines,family,Devout,negative,"- Human Action: A man habitually neglects his family's spiritual gatherings, prioritizing social events instead, which shows his lack of commitment to their shared faith and traditions. 

- Natural Language Explanation: This behavior indicates a negative value of 'Devout' because it reflects a disregard for the importance of spiritual connection and family unity centered around religious practices, suggesting that he places personal enjoyment above spiritual obligations.

- Feature Attribution: ""Neglects his family's spiritual gatherings,"" ""lack of commitment to their shared faith,"" ""disregard for the importance of spiritual connection,"" and ""places personal enjoyment above spiritual obligations"" illustrate the action's implications, underscoring the rejection of devout values."
196,Philippines,family,Politeness,positive,"- Human Action: A Filipino family member greets their elders with a warm ""po"" and "" opo,"" expressing respect and politeness when engaging in conversation.

- Natural Language Explanation: This behavior underscores the value of politeness in Filipino culture, as addressing elders with ""po"" and ""opo"" signifies respect. Such respectful language promotes harmonious relationships and reflects the cultural emphasis on honoring authority and age within family dynamics.

- Feature Attribution: ""greets their elders,"" ""expressing respect and politeness,"" ""signifies respect,"" ""promotes harmonious relationships,"" ""cultural emphasis on honoring authority and age."""
197,Philippines,family,Politeness,negative,"- Human Action: A person in the Philippines loudly interrupts a family gathering by visibly expressing irritation and dismissing others' opinions.

- Natural Language Explanation: This action demonstrates a disregard for politeness as it shows a lack of respect for others and disrupts the harmony of the family gathering. In Filipino culture, being polite and valuing others' voices is crucial, making such behavior negative.

- Feature Attribution: ""loudly interrupts,"" ""visibly expressing irritation,"" ""dismisses others' opinions,"" ""lack of respect,"" ""disrupts the harmony,"" ""being polite and valuing others' voices,"" ""negative."""
198,Philippines,family,Clean,positive,"- Human Action: A Filipino family diligently cleans their home every weekend, ensuring that their living environment is spotless and organized.

- Natural Language Explanation: This action reflects their endorsement of the value of 'Clean' as it demonstrates a commitment to hygiene and order, fostering a healthy atmosphere for family members. Regular cleaning reinforces the importance of cleanliness as part of their daily lives.

- Feature Attribution: ""diligently cleans their home every weekend,"" ""ensuring that their living environment is spotless and organized,"" ""commitment to hygiene and order,"" ""healthy atmosphere for family members,"" ""Regular cleaning reinforces the importance of cleanliness."""
199,Philippines,family,Clean,negative,"- Human Action: Many individuals in the Philippines often throw trash on the streets rather than disposing of it properly in bins.

- Natural Language Explanation: This behavior indicates a negative value of 'Clean' because it shows a disregard for cleanliness and environmental responsibility, contributing to pollution and an unkempt public space. Throwing trash on the street reflects a lack of respect for shared surroundings and the importance of cleanliness in the community.

- Feature Attribution: Key phrases indicating negative value include ""throw trash on the streets,"" ""disregard for cleanliness,"" and ""lack of respect for shared surroundings."" These explicitly highlight the negative attitude toward cleanliness and the impact of such actions on the community's environment."
